PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,PersonType,Title,Survived
1,0.8273772438659699,-0.7376951317802901,-0.5924805998028931,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
2,-1.5661069258891576,1.3555735383351193,0.6387890120425208,0.4327933656785018,-0.4736736092984604,0.7868452935884461,1.0008830023795474,0.7714843114902751,0.16306687858499658,1
3,0.8273772438659699,1.3555735383351193,-0.2846631968415396,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,-0.5719331442168842,0.7714843114902751,1.038323437736996,1
4,-1.5661069258891576,1.3555735383351193,0.40792595982150565,0.4327933656785018,-0.4736736092984604,0.4207302360686478,-0.5719331442168842,0.7714843114902751,0.16306687858499658,1
5,0.8273772438659699,-0.7376951317802901,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
6,0.8273772438659699,-0.7376951317802901,0.0,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,2.573699148975979,-0.7425961324256612,-0.7121896805670029,0
7,-1.5661069258891576,-0.7376951317802901,1.8700586238879346,-0.47454519624983954,-0.4736736092984604,0.395813560675251,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
8,0.8273772438659699,-0.7376951317802901,-2.1315676146096605,2.2474704895351842,0.7676298785983874,-0.22408312108167944,-0.5719331442168842,2.2855647554062113,1.9135799968889957,0
9,0.8273772438659699,1.3555735383351193,-0.20770884610120124,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,-0.5719331442168842,0.7714843114902751,0.16306687858499658,1
10,-0.3693648410115938,1.3555735383351193,-1.2081154057256,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,1.0008830023795474,2.2855647554062113,0.16306687858499658,1
11,0.8273772438659699,1.3555735383351193,-1.9776589131289837,0.4327933656785018,0.7676298785983874,-0.312172377522981,-0.5719331442168842,2.2855647554062113,1.038323437736996,1
12,-1.5661069258891576,1.3555735383351193,2.177876026849288,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5719331442168842,0.7714843114902751,1.038323437736996,1
13,0.8273772438659699,-0.7376951317802901,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
14,0.8273772438659699,-0.7376951317802901,0.7157433627828591,0.4327933656785018,5.73284383018578,-0.01870931177853076,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
15,0.8273772438659699,1.3555735383351193,-1.2081154057256,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,-0.5719331442168842,2.2855647554062113,1.038323437736996,0
16,-0.3693648410115938,1.3555735383351193,1.947012974628273,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,-0.5719331442168842,0.7714843114902751,0.16306687858499658,1
17,0.8273772438659699,-0.7376951317802901,-2.1315676146096605,3.1548090514635256,0.7676298785983874,-0.06199888922968463,2.573699148975979,2.2855647554062113,1.9135799968889957,0
18,-0.3693648410115938,-0.7376951317802901,0.0,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,1
19,0.8273772438659699,1.3555735383351193,0.1001085568601522,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,-0.5719331442168842,0.7714843114902751,0.16306687858499658,0
20,0.8273772438659699,1.3555735383351193,0.0,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,1.0008830023795474,0.7714843114902751,0.16306687858499658,1
21,-0.3693648410115938,-0.7376951317802901,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
22,-0.3693648410115938,-0.7376951317802901,0.3309716090811673,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,1
23,0.8273772438659699,1.3555735383351193,-1.1311610549852615,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,2.573699148975979,2.2855647554062113,1.038323437736996,1
24,-1.5661069258891576,-0.7376951317802901,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,1
25,0.8273772438659699,1.3555735383351193,-1.6698415101676303,2.2474704895351842,0.7676298785983874,-0.22408312108167944,-0.5719331442168842,2.2855647554062113,1.038323437736996,0
26,0.8273772438659699,1.3555735383351193,0.6387890120425208,0.4327933656785018,5.73284383018578,-0.016444159470040135,-0.5719331442168842,0.7714843114902751,0.16306687858499658,1
27,0.8273772438659699,-0.7376951317802901,0.0,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,1.0008830023795474,-0.7425961324256612,-0.7121896805670029,0
28,-1.5661069258891576,-0.7376951317802901,-0.8233436520239081,2.2474704895351842,2.0089333664952354,4.647001076532463,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
29,0.8273772438659699,1.3555735383351193,0.0,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,2.573699148975979,0.7714843114902751,1.038323437736996,1
30,0.8273772438659699,-0.7376951317802901,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
31,-1.5661069258891576,-0.7376951317802901,0.7926977135231975,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,1.0008830023795474,-0.7425961324256612,2.7888365560409953,0
32,-1.5661069258891576,1.3555735383351193,0.0,0.4327933656785018,-0.4736736092984604,2.301728820789,1.0008830023795474,0.7714843114902751,0.16306687858499658,1
33,0.8273772438659699,1.3555735383351193,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,2.573699148975979,0.7714843114902751,1.038323437736996,1
34,-0.3693648410115938,-0.7376951317802901,2.793510832771995,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
35,-1.5661069258891576,-0.7376951317802901,-0.1307544953608629,0.4327933656785018,-0.4736736092984604,1.0060617003323709,1.0008830023795474,-0.7425961324256612,-0.7121896805670029,0
36,-1.5661069258891576,-0.7376951317802901,0.9466064150038742,0.4327933656785018,-0.4736736092984604,0.39858208016340624,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
37,0.8273772438659699,-0.7376951317802901,0.0,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,1.0008830023795474,-0.7425961324256612,-0.7121896805670029,1
38,0.8273772438659699,-0.7376951317802901,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5719331442168842,-0.7425961324256612,-0.7121896805670029,0
39,0.8273772438659699,1.3555735383351193,-0.9002980027642465,1.340131927606843,-0.4736736092984604,-0.2859972841804228,-0.5719331442168842,0.7714843114902751,1.038323437736996,0
40,0.8273772438659699,1.3555735383351193,-1.2081154057256,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,1.0008830023795474,2.2855647554062113,1.038323437736996,1
41,0.8273772438659699,1.3555735383351193,0.7926977135231975,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,-0.5719331442168842,0.7714843114902751,0.16306687858499658,0
42,-0.3693648410115938,1.3555735383351193,-0.20770884610120124,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,-0.5719331442168842,0.7714843114902751,0.16306687858499658,0
43,0.8273772438659699,-0.7376951317802901,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,1.0008830023795474,-0.7425961324256612,-0.7121896805670029,0
